activity_group_code,region,district,community,ngo,hazard,activities,number_of_activities_or_unites,beneficiaries_per_activity,budget__usd,brcis_output,_2014_quarter_3,_2014_quarter_4,_2015_quarter_1,_2015_quarter_2,_2015_quarter_3,_2015_quarter_4,_2016,_2017,created_at,updated_at,the_geom,cartodb_id
47,GEDO,DOLOW,GEEDWEINE,NRC,CONFLICT,"Provide Housing; Land and Property legal advocacy                         ",1,50,2500,1,,X,,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,663
47,L.JUBA,KISMAYO,FARJANNO,NRC,CONFLICT,"Provide Housing; Land and Property legal advocacy",1,50,2500,1,,X,X,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,664
47,L.JUBA,KISMAYO,FAANOOLE,NRC,CONFLICT,"Provide Housing; Land and Property legal advocacy",1,50,2500,1,,X,X,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,665
47,L.JUBA,KISMAYO,CALANLEY,NRC,CONFLICT,"Provide Housing; Land and Property legal advocacy",1,50,2500,1,,X,X,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,666
47,BAY,BAIDOA,BONKAI,NRC,CONFLICT,"Provide Housing; Land and Property legal advocacy",1,50,2500,1,,X,X,X,,X,X,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,667
47,BAY,BAIDOA,BERDAALE,NRC,CONFLICT,"Provide Housing; Land and Property legal advocacy",1,50,2500,1,,X,,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,668
47,GEDO,LUUQ,AL-CADAALA/DAYAX/IJABO,NRC,CONFLICT,"Provide Housing; Land and Property legal advocacy",1,50,2500,1,,X,,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,669
31,BANADIR,HAMARJAJAB,WAJEER (BUUR KAROOLE),CWW,HUNGER/LOW INCOME,Provide counselling on GBV and link to service-providers for victims,1,50,3750,1,,X,X,X,X,X,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,670
31,BANADIR,KARAAN,MOHAMUD AHMED ALI (BULA HANSHOLEY),CWW,HUNGER/LOW INCOME,Provide counselling on GBV and link to service-providers for victims,1,100,3750,1,,X,X,X,X,X,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,671
18,HIRAN,MATABAN,SALAH SALID,SCI,DROUGHT,Provide business training,1,10,1000,4,,,,,,,X,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,672
18,HIRAN,MATABAN,QULALE,SCI,DROUGHT,Provide business training,1,10,1000,4,,,,,,,X,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,673
18,HIRAN,MATABAN,MIIRQOODE,SCI,DROUGHT,Provide business training,1,15,1500,4,,,,,,,,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,674
18,HIRAN,BELETWEYNE,MACRUF,SCI,DROUGHT,Provide business training,1,10,1000,4,,,,,,,X,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,675
18,HIRAN,MATABAN,KANECALE,SCI,DROUGHT,Provide business training,1,20,2000,4,,,,,,,X,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,676
18,HIRAN,BELETWEYNE,JAWIL,SCI,DROUGHT,Provide business training,1,20,2000,4,,,X,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,677
18,HIRAN,BELETWEYNE,ILKACADO,SCI,DROUGHT,Provide business training,1,10,1000,4,,,,,,,X,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,678
18,HIRAN,BELETWEYNE,GURICADE,SCI,DROUGHT,Provide business training,1,15,1000,4,,,,,,,,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,679
18,HIRAN,BELETWEYNE,FAAFGUMARE,SCI,DROUGHT,Provide business training,1,10,1000,4,,,,,,,X,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,680
18,HIRAN,BELETWEYNE,ELGAL,SCI,DROUGHT,Provide business training,1,40,4000,4,,,,,,,X,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,681
18,HIRAN,MATABAN,BERGADID,SCI,DROUGHT,Provide business training,1,30,3000,4,,,,,,,,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,682
35,BANADIR,HAMARJAJAB,WAJEER (BUUR KAROOLE),CWW,FIRE,Provide alternative cooking technology / Fuel efficient stoves,50,50,2500,3,,,,,X,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,683
35,GEDO,BELET HAWA,GAWIIDO,CWW,DROUGHT,Provide alternative cooking technology / Fuel efficient stoves,194,194,7500,3,,,,,,X,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,684
46,HIRAN,BELETWEYNE,QOQANE,SCI,FLOOD,Promotion of alternative energy,1,105,3000,1,,,,X,X,X,X,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,685
65,MUDUG,HOBYO,LABAD,IRC,DROUGHT,Profitable Shared Community Assets,1,130,40000,4,,,,,,,X,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,686
65,MUDUG,JARIBAN,HINGOD,IRC,DROUGHT,Profitable Shared Community Assets,1,400,40000,4,,,,,,,X,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,688
65,MUDUG,JARIBAN,BUDBUD,IRC,DROUGHT,Profitable Shared Community Assets,1,600,40000,4,,,,,,,X,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,689
65,MUDUG,GALKACYO,BITALE,IRC,DROUGHT,Profitable Shared Community Assets,1,400,40000,4,,,,,,,X,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,690
65,MUDUG,GALKACYO,BANDARQAALI,IRC,DROUGHT,Profitable Shared Community Assets,1,600,40000,4,,,,,,,X,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,691
65,MUDUG,HOBYO,BAJELA,IRC,DROUGHT,Profitable Shared Community Assets,1,600,40000,4,,,,,,,X,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,692
65,BANADIR,KARAAN,JABUUTI,IRC,CONFLICT,Profitable Shared Community Assets,1,250,40000,4,,,,,,,X,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,693
35,L.SHABELLE,AWDAGHLE,MUBARAK,CWW,FLOOD,Procurement of NFI kits,50,50,2250,3,X,,,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,694
35,L.SHABELLE,AFGOYE,MORDINLE,CWW,FLOOD,Procurement of NFI kits,50,50,2250,3,X,,,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,695
35,L.SHABELLE,AWDAGHLE,MARERE,CWW,FLOOD,Procurement of NFI kits,50,50,2250,3,X,,,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,696
35,L.SHABELLE,AWDAGHLE,JOWHAR AWDHEGLE,CWW,FLOOD,Procurement of NFI kits,50,50,2250,3,X,,,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,697
35,L.SHABELLE,AWDAGHLE,GUMAYSIDID,CWW,FLOOD,Procurement of NFI kits,50,50,2250,3,X,,,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,698
35,L.SHABELLE,AFGOYE,BELETAMIN,CWW,FLOOD,Procurement of NFI kits,50,50,2250,3,X,,,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,699
35,L.SHABELLE,AWDAGHLE,BALOW,CWW,FLOOD,Procurement of NFI kits,50,50,2250,3,X,,,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,700
35,L.SHABELLE,AWDAGHLE,AY-BUTAY,CWW,FLOOD,Procurement of NFI kits,50,50,2250,3,X,,,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,701
35,L.SHABELLE,AWDAGHLE,AWDAGHLE TOWN,CWW,FLOOD,Procurement of NFI kits,50,50,2250,3,X,,,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,702
35,L.SHABELLE,AFGOYE,AANOLE,CWW,FLOOD,Procurement of NFI kits,50,50,2250,3,X,,,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,703
35,GEDO,ELWAK,TUULO GARAS,CWW,CONFLICT,Procurement of NFI kits,50,50,2250,3,X,,,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,704
35,GEDO,ELWAK,TUULA CADEY,CWW,CONFLICT,Procurement of NFI kits,50,50,2250,3,X,,,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,705
35,GEDO,ELWAK,MERI,CWW,CONFLICT,Procurement of NFI kits,50,50,2250,3,X,,,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,706
35,GEDO,BELET HAWA,MALKARIYEY,CWW,CONFLICT,Procurement of NFI kits,50,50,2250,3,X,,,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,707
35,GEDO,BELET HAWA,HAROODI,CWW,CONFLICT,Procurement of NFI kits,50,50,2250,3,X,,,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,708
35,GEDO,BELET HAWA,GAWIIDO,CWW,CONFLICT,Procurement of NFI kits,50,50,2250,3,X,,,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,709
35,GEDO,ELWAK,ELWAK TOWN,CWW,CONFLICT,Procurement of NFI kits,50,50,2250,3,X,,,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,710
35,GEDO,ELWAK,ELBANDA (DARKEYN DHOQA),CWW,CONFLICT,Procurement of NFI kits,50,50,2250,3,X,,,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,711
35,GEDO,BELET HAWA,DHAMASA,CWW,CONFLICT,Procurement of NFI kits,50,50,2250,3,X,,,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,712
35,BANADIR,HAMARJAJAB,WAJEER (BUUR KAROOLE),CWW,DISEASE,"Procure and maintain a contingency stock of ORS; Aquatabs; Chlorine ",1,500,3000,3,,X,,,,X,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,714
35,GEDO,ELWAK,TUULO GARAS,CWW,DISEASE,"Procure and maintain a contingency stock of ORS; Aquatabs; Chlorine ",1,100,1000,3,,X,,,,X,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,715
35,GEDO,ELWAK,TUULA CADEY,CWW,DISEASE,"Procure and maintain a contingency stock of ORS; Aquatabs; Chlorine ",1,100,1000,3,,X,,,,X,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,716
35,L.SHABELLE,AWDAGHLE,MUBARAK,CWW,DISEASE,"Procure and maintain a contingency stock of ORS; Aquatabs; Chlorine ",1,100,1000,3,,X,,,,X,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,717
35,L.SHABELLE,AFGOYE,MORDINLE,CWW,DISEASE,"Procure and maintain a contingency stock of ORS; Aquatabs; Chlorine ",1,100,1000,3,,X,,,,X,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,718
35,BANADIR,KARAAN,MOHAMUD AHMED ALI (BULA HANSHOLEY),CWW,DISEASE,"Procure and maintain a contingency stock of ORS; Aquatabs; Chlorine ",1,500,3000,3,,X,,,,X,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,719
35,GEDO,ELWAK,MERI,CWW,DISEASE,"Procure and maintain a contingency stock of ORS; Aquatabs; Chlorine ",1,100,1000,3,,X,,,,X,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,720
35,L.SHABELLE,AWDAGHLE,MARERE,CWW,DISEASE,"Procure and maintain a contingency stock of ORS; Aquatabs; Chlorine ",1,100,1000,3,,X,,,,X,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,721
35,GEDO,BELET HAWA,MALKARIYEY,CWW,DISEASE,"Procure and maintain a contingency stock of ORS; Aquatabs; Chlorine ",1,100,1000,3,,X,,,,X,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,722
35,L.SHABELLE,AWDAGHLE,JOWHAR AWDHEGLE,CWW,DISEASE,"Procure and maintain a contingency stock of ORS; Aquatabs; Chlorine ",1,100,1000,3,,X,,,,X,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,723
5,L.SHABELLE,AWDAGHLE,AY-BUTAY,CWW,DISEASE,Latrine construction,40,40,10000,2,,,X,,,,X,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,770
35,GEDO,BELET HAWA,HAROODI,CWW,DISEASE,"Procure and maintain a contingency stock of ORS; Aquatabs; Chlorine ",1,100,1000,3,,X,,,,X,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,724
35,L.SHABELLE,AWDAGHLE,GUMAYSIDID,CWW,DISEASE,"Procure and maintain a contingency stock of ORS; Aquatabs; Chlorine ",1,100,1000,3,,X,,,,X,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,725
35,GEDO,BELET HAWA,GAWIIDO,CWW,DISEASE,"Procure and maintain a contingency stock of ORS; Aquatabs; Chlorine ",1,100,1000,3,,X,,,,X,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,726
35,GEDO,ELWAK,ELWAK TOWN,CWW,DISEASE,"Procure and maintain a contingency stock of ORS; Aquatabs; Chlorine ",1,100,1000,3,,X,,,,X,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,727
35,GEDO,ELWAK,ELBANDA (DARKEYN DHOQA),CWW,DISEASE,"Procure and maintain a contingency stock of ORS; Aquatabs; Chlorine ",1,100,1000,3,,X,,,,X,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,728
35,GEDO,ELWAK,DHAMASA,CWW,DISEASE,"Procure and maintain a contingency stock of ORS; Aquatabs; Chlorine ",1,100,1000,3,,X,,,,X,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,729
35,L.SHABELLE,AFGOYE,BELETAMIN,CWW,DISEASE,"Procure and maintain a contingency stock of ORS; Aquatabs; Chlorine ",1,100,1000,3,,X,,,,X,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,730
35,GEDO,BELET HAWA,BELET HAWA TOWN (SOUTH),CWW,DISEASE,"Procure and maintain a contingency stock of ORS; Aquatabs; Chlorine ",1,100,1000,3,,X,,,,X,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,731
35,L.SHABELLE,AWDAGHLE,BALOW,CWW,DISEASE,"Procure and maintain a contingency stock of ORS; Aquatabs; Chlorine ",1,100,1000,3,,X,,,,X,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,732
35,L.SHABELLE,AWDAGHLE,AY-BUTAY,CWW,DISEASE,"Procure and maintain a contingency stock of ORS; Aquatabs; Chlorine ",1,100,1000,3,,X,,,,X,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,733
35,L.SHABELLE,AWDAGHLE,AWDAGHLE TOWN,CWW,DISEASE,"Procure and maintain a contingency stock of ORS; Aquatabs; Chlorine ",1,100,1000,3,,X,,,,X,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,734
35,L.SHABELLE,AFGOYE,AANOLE,CWW,DISEASE,"Procure and maintain a contingency stock of ORS; Aquatabs; Chlorine ",1,100,1000,3,,X,,,,X,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,735
15,HIRAN,BELETWEYNE,BACAD,SCI,FLOOD,Phased distribution of project inputs and small business grants,1,20,20000,4,,,,,,X,X,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,737
56,HIRAN,BELETWEYNE,BIYO QURUN,SCI,DROUGHT,Peace building activities- Peace building training_ community peace committees,2,88,2000,1,,,X,X,X,X,X,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,738
56,HIRAN,MATABAN,BERGADID,SCI,DROUGHT,Peace building activities- Peace building training_ community peace committees,3,385,2000,1,,,X,X,X,X,X,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,739
1,MUDUG,HOBYO,HOBYO TOWN,IRC,DROUGHT,Pastoralist Training and Field Schools,3,45,18224.07708,4,,,,,X,X,X,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,740
1,MUDUG,JARIBAN,HINGOD,IRC,DROUGHT,Pastoralist Training and Field Schools,3,45,18224.07708,4,,,,,X,X,X,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,741
1,MUDUG,JARIBAN,BUDBUD,IRC,DROUGHT,Pastoralist Training and Field Schools,3,45,18224.07708,4,,,,,X,X,X,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,742
1,MUDUG,GALKACYO,BITALE,IRC,DROUGHT,Pastoralist Training and Field Schools,3,45,18224.07708,4,,,,,X,X,X,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,743
1,MUDUG,GALKACYO,BANDARQAALI,IRC,DROUGHT,Pastoralist Training and Field Schools,3,45,18224.07708,4,,,,,X,X,X,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,744
1,MUDUG,HOBYO,BAJELA,IRC,DROUGHT,Pastoralist Training and Field Schools,3,45,18224.07708,4,,,,,X,X,X,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,745
42,BANADIR,HAMARWEINE,HORSEED,NRC,HAZARDS,Formation of Community Based Disaster Management Committees (CBDMCs),1,10,500,1,,X,,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,794
(null),BAY,BAIDOA,AWDIINLE,NRC,(null),NO DATA - THIS VILLAGE HAS BEEN INACCESSIBLE,(null),(null),(null),(null),-----,-----,-----,-----,-----,-----,-----,-----,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,746
(null),L.SHABELLE,QORYOLEY,QORYOLAY TOWN,CWW,(null),NO DATA - THIS VILLAGE HAS BEEN INACCESSIBLE,(null),(null),(null),(null),-----,-----,-----,-----,-----,-----,-----,-----,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,747
(null),L.SHABELLE,QORYOLEY,MADULOW,CWW,(null),NO DATA - THIS VILLAGE HAS BEEN INACCESSIBLE,(null),(null),(null),(null),-----,-----,-----,-----,-----,-----,-----,-----,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,748
(null),L.SHABELLE,QORYOLEY,DOONBURALE,CWW,(null),NO DATA - THIS VILLAGE HAS BEEN INACCESSIBLE,(null),(null),(null),(null),-----,-----,-----,-----,-----,-----,-----,-----,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,749
35,HIRAN,BELETWEYNE,BUULO YAKUB,CESVI,FLOOD,NFIs and Hygiene kits distribution,200 kits,200,15200,3,,,X,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,750
15,BANADIR,DEYNILE,KUR DAMAC,SCI,CONFLICT,Micro finance grants to women self-help groups(Revolving funds),2,14,12000,4,,,,X,,X,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,751
21,MUDUG,HOBYO,WISIL,CESVI,DROUGHT,Market shade (1),1 Market shade,400,17000,4,,,,,,,,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,752
9,BANADIR,KARAAN,MOHAMUD AHMED ALI (BULA HANSHOLEY),CWW,HUNGER/LOW INCOME,Market Analysis for skills/products needed in Banadir employment / retail markets,1,400,10000,4,,,X,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,754
5,BANADIR,HAMARJAJAB,WAJEER (BUUR KAROOLE),CWW,DISEASE,Latrine rehabilitation,90,90,4500,2,,,X,,X,,X,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,755
5,BANADIR,KARAAN,MOHAMUD AHMED ALI (BULA HANSHOLEY),CWW,DISEASE,Latrine rehabilitation,90,90,4500,2,,,X,,X,,X,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,756
5,GEDO,ELWAK,TUULO GARAS,CWW,DISEASE,Latrine construction CLTS,30,30,2400,2,,,,,X,,X,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,757
5,GEDO,ELWAK,MERI,CWW,DISEASE,Latrine construction CLTS,40,40,3200,2,,,,,X,,X,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,758
5,L.SHABELLE,AWDAGHLE,MARERE,CWW,DISEASE,Latrine construction CLTS,30,30,2400,2,,,,,X,,X,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,759
5,GEDO,BELET HAWA,HAROODI,CWW,DISEASE,Latrine construction CLTS,50,50,4000,2,,,,,X,,X,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,760
5,L.SHABELLE,AWDAGHLE,MUBARAK,CWW,DISEASE,Latrine construction,20,20,5000,2,,,X,,,,X,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,761
5,GEDO,BELET HAWA,MALKARIYEY,CWW,DISEASE,Latrine construction,15,15,3975,2,,,,,X,,X,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,762
5,L.SHABELLE,AWDAGHLE,GUMAYSIDID,CWW,DISEASE,Latrine construction,40,40,10000,2,,,X,,,,X,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,763
5,GEDO,BELET HAWA,GAWIIDO,CWW,DISEASE,Latrine construction,30,30,7950,2,,,,,X,,X,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,764
5,GEDO,ELWAK,ELWAK TOWN,CWW,DISEASE,Latrine construction,60,60,15900,2,,,,,X,,X,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,765
5,L.SHABELLE,AFGOYE,BELETAMIN,CWW,DISEASE,Latrine construction,40,40,10000,2,,,X,,,,X,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,767
5,GEDO,BELET HAWA,BELET HAWA TOWN (SOUTH),CWW,DISEASE,Latrine construction,70,70,18550,2,,,,,X,,X,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,768
5,L.SHABELLE,AWDAGHLE,BALOW,CWW,DISEASE,Latrine construction,20,20,5000,2,,,X,,,,X,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,769
47,GEDO,ELWAK,MERI,CWW,DROUGHT,"Land reclamation (gabions; demilunes etc) - pilot project",1,100,12000,1,,,,,X,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,771
47,GEDO,BELET HAWA,HAROODI,CWW,DROUGHT,"Land reclamation (gabions; demilunes etc) - pilot project",1,100,12000,1,,,,X,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,772
47,GEDO,ELWAK,DHAMASA,CWW,DROUGHT,"Land reclamation (gabions; demilunes etc) - pilot project",1,100,12000,1,,,X,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,773
13,MUDUG,HOBYO,LABAD,IRC,DROUGHT,Implementation of cash transfer (unconditional),3,63,61000,4,,,,,,X,X,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,774
13,MUDUG,HOBYO,HOBYO TOWN,IRC,DROUGHT,Implementation of cash transfer (unconditional),3,869,61000,4,,,,,,X,X,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,775
13,MUDUG,JARIBAN,HINGOD,IRC,DROUGHT,Implementation of cash transfer (unconditional),3,193,61000,4,,,,,,X,X,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,776
13,MUDUG,JARIBAN,BUDBUD,IRC,DROUGHT,Implementation of cash transfer (unconditional),3,290,61000,4,,,,,,X,X,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,777
13,MUDUG,GALKACYO,BITALE,IRC,DROUGHT,Implementation of cash transfer (unconditional),3,193,61000,4,,,,,,X,X,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,778
13,MUDUG,GALKACYO,BANDARQAALI,IRC,DROUGHT,Implementation of cash transfer (unconditional),3,290,61000,4,,,,,,X,X,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,779
13,MUDUG,HOBYO,BAJELA,IRC,DROUGHT,Implementation of cash transfer (unconditional),3,290,61000,4,,,,,,X,X,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,780
13,BANADIR,KARAAN,JABUUTI,IRC,CONFLICT,Implementation of cash transfer (unconditional),3,121,61000,4,,,,,,X,X,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,781
18,BANADIR,HODAN,AHMED GUREY,SCI,FLOOD,IGA: business management training  ,1,50,7999.9995,4,,,X,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,782
18,BANADIR,HAWLWADAG,SAQAWUDIN (SAYIDKA),SCI,DISEASE OUTBREAK,IGA: business management training  ,1,50,7999.9995,4,,,X,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,783
18,BANADIR,DEYNILE,KUR DAMAC,SCI,CONFLICT,IGA: business management training  ,1,50,7999.9995,4,,,X,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,784
8,HIRAN,BELETWEYNE,BELETWEYNE TOWN,SCI,FLOOD,Hygiene and sanitation massages during child feeding and promoting IYCF practices,4,100,4000,4,,,,,X,X,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,785
3,HIRAN,BELETWEYNE,BELETWEYNE TOWN,SCI,FLOOD,Hygiene  awareness through radio messages ,2,858,5000,2,,,,,,,X,X,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,786
42,GEDO,DOLOW,SUR-GUDUD,NRC,HAZARDS,Formation of Community Based Disaster Management Committees (CBDMCs),1,10,500,1,,X,,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,787
42,BANADIR,DHARKENLEY ,SACID RORAYE,NRC,HAZARDS,Formation of Community Based Disaster Management Committees (CBDMCs),1,10,500,1,,X,,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,788
42,GEDO,DOLOW,QANSAXLEY,NRC,HAZARDS,Formation of Community Based Disaster Management Committees (CBDMCs),1,10,500,1,,X,,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,789
42,BANADIR,HODAN,OCTOBER,NRC,HAZARDS,Formation of Community Based Disaster Management Committees (CBDMCs),1,10,500,1,,X,,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,790
42,GEDO,LUUQ,LUUQ-GODEY,NRC,HAZARDS,Formation of Community Based Disaster Management Committees (CBDMCs),1,10,500,1,,X,,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,791
42,GEDO,DOLOW,KAPASA,NRC,HAZARDS,Formation of Community Based Disaster Management Committees (CBDMCs),1,10,500,1,,X,,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,792
42,GEDO,LUUQ,JAZEERA (ALL),NRC,HAZARDS,Formation of Community Based Disaster Management Committees (CBDMCs),1,10,500,1,,X,,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,793
42,BANADIR,HAMARWEINE,HILAAC,NRC,HAZARDS,Formation of Community Based Disaster Management Committees (CBDMCs),1,10,500,1,,X,,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,795
42,BAY,BAIDOA,HAWL WADAAG,NRC,HAZARDS,Formation of Community Based Disaster Management Committees (CBDMCs),1,10,500,1,,X,,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,796
42,BANADIR,WADAJIR,HALANE,NRC,HAZARDS,Formation of Community Based Disaster Management Committees (CBDMCs),1,10,500,1,,X,,,,,,,2015-02-19 13:53:11+00,2015-02-19 13:53:11+00,,797
